SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,88,181,0,5,6,29,0,7,32,136,39,173,3,13,4,9,11,38,19,60,60,234,0,0,0,6,0,5,3,10,5,12,0,0,0,6,3,7,8,12,14,28,0,5,158,443
SAL22239,126,256,0,8,12,41,0,14,64,224,73,284,11,46,19,73,24,76,52,190,128,475,0,0,3,9,0,0,17,43,19,46,0,0,3,11,21,46,25,59,46,109,4,10,305,840
SAL22240,3,15,0,0,6,8,0,0,4,15,9,24,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37
SAL22241,91,183,3,19,11,63,0,3,42,189,62,273,3,18,3,24,20,63,34,104,92,379,0,0,3,7,3,15,12,42,24,64,0,0,6,4,15,34,19,45,43,110,0,4,226,676
SAL22242,532,1085,12,75,94,430,16,75,405,1542,528,2125,58,244,112,422,202,656,371,1326,896,3448,3,13,20,65,3,12,70,186,95,271,10,24,41,106,113,259,165,392,263,665,22,48,1716,5253
SAL22243,9,24,0,0,4,26,0,4,3,7,9,38,0,0,4,7,5,9,7,13,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,32,81
SAL22244,31,62,0,4,6,15,0,7,13,65,23,88,0,12,6,15,7,20,14,48,36,140,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,3,11,9,18,0,0,69,210
SAL22245,34,65,0,3,0,0,0,0,15,45,14,51,0,0,0,5,10,30,12,34,23,86,0,0,0,4,0,0,0,0,0,4,0,0,0,4,6,0,6,10,3,16,0,0,63,170
SAL22246,80,164,0,5,10,47,0,5,25,95,36,153,0,4,5,15,5,19,13,43,47,193,0,0,0,0,0,0,17,44,19,45,0,0,0,4,13,14,12,20,27,69,3,13,159,431
SAL22247,403,810,8,52,58,243,16,58,433,1638,507,1994,40,164,73,262,157,519,273,946,776,2938,0,5,16,56,4,23,78,189,101,275,8,21,24,60,84,211,122,285,218,563,16,37,1412,4343
SAL22248,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
SAL22249,1651,3319,28,138,131,597,33,126,1138,4260,1321,5123,70,297,109,375,320,1064,506,1740,1825,6857,5,31,67,215,26,100,360,870,455,1213,35,109,92,205,413,915,541,1232,1002,2445,99,205,4580,12821
SAL22250,254,506,3,14,23,99,3,24,153,587,184,730,10,45,28,95,44,144,87,282,265,1015,0,0,8,29,3,9,19,51,37,86,7,15,16,34,32,69,49,118,90,201,6,15,615,1737
SAL22251,51,100,0,14,5,7,0,6,18,61,22,85,4,17,6,15,7,23,10,51,33,134,0,0,0,6,0,4,5,12,8,22,0,0,0,0,7,20,7,20,18,36,0,3,108,275
SAL22252,24,53,0,0,0,5,0,12,10,31,11,44,0,3,0,0,5,22,6,23,17,65,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,11,7,14,4,16,0,0,48,132
SAL22253,13,23,0,3,0,0,0,0,14,54,18,63,0,0,3,5,3,12,4,18,19,83,0,0,0,0,0,0,0,7,0,7,0,0,0,9,0,0,5,10,7,13,0,0,40,118
SAL22254,24,47,0,0,0,0,0,6,17,63,20,73,8,23,3,10,6,16,13,45,29,116,0,0,0,0,0,0,5,10,5,10,0,0,3,3,0,5,5,7,6,23,0,0,66,190
SAL22255,1009,2027,11,64,61,267,39,169,444,1714,550,2212,18,74,37,119,174,554,231,747,775,2966,9,47,45,131,38,135,327,869,417,1179,23,76,50,97,268,578,337,752,752,1932,51,106,2596,7029
SAL22256,578,1158,4,8,40,177,6,14,447,1630,490,1825,14,52,43,143,72,224,133,432,623,2259,0,0,0,9,0,17,62,138,69,160,11,33,15,35,65,149,92,212,163,375,58,118,1413,3909
SAL22257,82,173,0,0,13,62,7,21,37,155,55,232,3,17,4,25,20,56,32,99,82,335,0,0,4,8,0,0,3,8,8,11,0,0,3,3,3,12,3,17,10,25,0,0,181,530
SAL22258,151,307,4,14,21,80,5,29,126,490,154,613,14,72,20,85,48,171,91,325,248,934,0,5,8,22,4,5,18,52,31,92,5,22,11,19,20,40,30,80,61,172,3,4,461,1419
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,4,5,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
SAL22261,35,67,0,9,4,17,0,0,16,72,19,92,0,0,4,5,0,0,4,5,21,103,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,4,7,3,7,0,0,60,172
SAL22262,19,37,0,0,0,3,0,0,11,40,10,47,0,0,0,0,0,6,4,5,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,87
SAL22263,255,521,6,17,35,173,14,56,192,765,242,1015,28,119,27,98,84,265,137,488,381,1496,0,4,6,17,3,11,30,77,38,120,4,12,9,9,31,71,45,93,82,209,6,16,728,2242
SAL22264,83,169,0,22,11,57,6,14,77,287,93,379,6,24,0,4,19,68,30,95,125,475,0,0,0,4,0,0,5,14,3,21,0,4,5,8,17,34,18,44,24,64,0,0,236,708
SAL22265,696,1387,11,58,38,172,13,79,263,1009,328,1317,33,150,37,118,134,411,201,674,529,1992,6,15,19,90,16,63,152,407,197,578,8,28,35,80,197,435,239,538,433,1114,31,69,1699,4567
SAL22266,28,50,0,7,0,13,0,0,15,57,20,77,0,3,0,7,3,14,7,21,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,5,8,0,0,53,158
SAL22267,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL22268,23,37,0,0,0,3,3,9,10,36,8,42,0,5,0,0,6,18,5,18,16,63,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,5,0,5,3,12,0,4,45,120
SAL22269,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
SAL22270,7,16,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20
SAL22271,73,135,0,0,7,27,3,11,18,95,29,136,0,19,6,12,13,50,23,78,51,209,0,0,0,0,0,0,0,8,3,11,0,0,0,0,3,8,3,8,9,20,0,3,133,367
SAL22272,30,61,0,5,0,4,5,14,22,91,31,111,0,0,0,9,9,30,12,38,41,148,0,3,0,0,0,0,4,11,5,19,0,0,0,0,3,8,9,10,9,27,0,0,77,235
SAL22273,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL22274,12,19,0,0,0,9,5,6,0,3,3,22,0,0,5,14,0,0,5,14,11,33,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,18,58
SAL22275,3073,6161,84,515,295,1489,84,418,1708,6779,2166,9199,155,666,172,575,518,1664,848,2909,3013,12106,33,169,142,504,78,281,681,1919,935,2875,68,221,131,285,540,1197,739,1701,1669,4572,142,310,7898,23147
SAL22276,127,257,0,14,14,66,3,31,66,275,88,383,15,60,4,17,47,175,70,256,160,636,0,3,3,11,0,0,13,34,12,52,0,0,6,12,15,39,23,53,36,104,3,7,324,1005
SAL22277,101,209,8,50,53,245,4,47,220,923,292,1261,10,40,22,90,25,75,57,206,348,1468,0,3,7,11,0,11,24,69,36,102,0,3,6,9,14,32,22,44,58,143,0,4,504,1819
SAL22278,40,72,0,0,3,28,0,0,22,75,28,104,5,18,0,3,3,18,13,41,39,144,0,0,0,0,0,0,0,5,4,8,0,0,0,0,4,12,4,12,6,22,0,0,82,240
SAL22279,123,240,0,0,10,30,0,0,33,120,41,155,3,6,0,5,14,45,17,53,54,207,0,0,0,0,0,0,3,14,7,12,0,0,0,3,7,10,6,16,14,28,0,0,191,472
SAL22280,5,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
SAL22281,149,298,0,11,14,69,3,21,88,370,107,467,18,73,15,62,47,151,77,283,183,752,0,0,3,5,0,3,8,29,18,42,0,8,0,0,11,28,17,33,29,77,0,10,361,1136
SAL22282,62,120,0,9,0,4,0,0,9,51,17,58,0,0,3,10,0,0,5,12,21,72,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,4,0,4,0,4,0,0,81,197
SAL22283,64,122,0,5,9,35,4,10,35,144,46,200,8,23,3,24,12,34,20,79,71,279,0,0,0,0,0,4,9,26,6,24,0,0,0,0,11,28,11,28,20,56,0,5,158,460
SAL22284,7,19,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,14,35
SAL22285,12,22,0,0,0,3,0,0,4,15,9,24,0,0,0,3,0,3,3,4,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,18,55
SAL22286,48,88,0,0,0,10,0,0,10,37,11,45,0,0,0,5,0,8,4,13,15,54,0,0,0,0,0,0,3,15,3,15,0,0,0,0,5,9,5,9,8,16,0,0,72,165
SAL22287,9,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
SAL22288,11,21,0,0,0,11,0,0,9,19,5,32,0,3,0,0,0,6,0,9,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,58
SAL22289,0,0,0,0,0,4,0,0,0,6,0,10,0,0,0,0,0,4,0,4,4,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,5,6,14
SAL22290,66,129,0,6,4,31,0,3,18,87,30,130,0,10,0,4,3,17,9,36,38,161,0,0,4,13,0,8,11,30,11,49,3,5,0,0,12,26,20,30,33,80,0,6,143,377
SAL22291,648,1314,24,124,109,477,30,152,621,2404,775,3148,65,297,91,326,238,781,392,1403,1172,4554,7,35,41,131,10,44,148,390,211,603,28,91,33,89,147,339,207,519,415,1121,26,67,2266,7057
SAL22292,4,11,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,9,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
SAL22293,42,84,0,0,0,13,0,6,12,44,15,64,0,3,0,3,0,0,4,11,17,70,0,0,0,0,0,4,5,12,9,16,0,0,0,0,0,0,4,0,8,24,0,3,70,183
SAL22294,43,87,0,0,8,22,0,0,15,63,24,89,0,3,4,10,5,9,7,23,33,111,0,0,0,0,0,0,0,6,0,6,0,0,3,3,0,3,3,5,5,13,0,0,77,210
SAL22295,34,72,0,9,0,7,0,7,23,91,25,113,9,21,9,30,14,51,28,95,57,209,0,0,0,0,0,0,3,10,3,10,0,0,0,3,10,11,5,10,11,21,0,0,98,302
SAL22296,12,22,0,0,0,0,0,0,5,10,5,10,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
SAL22297,8,19,0,0,0,3,0,0,0,11,6,16,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36
SAL22298,189,384,6,34,27,112,8,32,113,475,151,657,21,87,33,97,51,163,100,353,256,1009,5,23,0,3,3,10,20,53,27,86,6,3,3,14,11,34,19,48,50,141,4,5,503,1541
SAL22299,135,279,8,33,11,63,7,35,84,319,110,456,4,28,13,38,23,78,42,148,150,599,0,0,6,9,3,10,10,33,18,60,0,4,4,3,19,39,22,49,40,103,4,11,334,998
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,104,220,3,12,0,3,0,4,51,185,56,203,0,12,11,35,18,55,29,105,87,307,0,0,0,4,0,4,19,48,20,58,5,11,0,0,21,39,19,48,44,108,0,4,232,631
SAL22302,286,570,3,10,33,138,0,0,188,722,217,864,10,47,21,75,39,132,76,249,295,1115,0,0,6,17,4,12,48,100,49,134,4,20,15,26,51,102,70,149,119,289,9,20,711,1988
SAL22303,269,524,0,6,24,126,4,16,101,415,135,557,11,36,16,60,35,120,61,214,195,770,0,0,0,4,6,9,12,40,14,47,3,15,11,15,25,47,32,75,52,127,4,9,518,1424
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22305,1243,2509,25,137,123,566,39,172,800,3079,983,3957,94,387,100,341,341,1113,533,1840,1512,5800,4,19,40,138,8,44,191,482,249,690,16,54,45,103,220,490,285,646,526,1335,40,87,3324,9736
SAL22306,396,783,0,3,9,64,0,6,58,223,71,288,7,28,11,42,33,105,56,172,123,467,0,0,0,8,0,6,11,24,14,36,0,9,4,4,25,41,25,50,38,88,5,14,566,1355
SAL22307,35,76,0,0,4,29,3,9,25,86,27,122,0,0,0,6,12,35,9,40,39,162,0,4,0,6,0,0,8,18,9,28,0,4,4,3,9,24,19,36,24,64,0,0,104,302
SAL22308,104,207,0,9,9,36,0,0,74,273,81,313,0,7,4,19,9,42,18,67,99,376,0,0,3,0,0,5,13,35,20,44,5,8,10,11,19,28,21,56,46,95,6,5,255,689
SAL22309,203,410,7,16,11,47,4,14,210,784,227,870,6,28,20,82,25,86,54,187,282,1056,0,0,3,9,0,0,32,73,36,78,5,11,10,28,30,64,42,105,81,184,17,33,583,1684
SAL22310,1547,3071,0,0,63,280,7,30,555,2017,626,2332,23,95,106,341,85,267,216,706,841,3033,4,16,20,78,8,35,145,345,181,471,13,32,73,154,123,256,203,440,386,913,77,156,2853,7181
SAL22311,1736,3518,63,361,450,2039,79,363,2000,7753,2597,10512,314,1353,339,1236,713,2435,1366,5029,3960,15540,22,83,79,256,29,133,306,834,431,1304,70,225,120,278,413,956,607,1459,1034,2766,77,169,6813,21990
SAL22312,15,34,0,0,0,11,3,17,7,32,14,59,0,3,0,0,4,10,4,10,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,35,102
SAL22313,11,21,0,4,0,0,0,7,7,20,5,41,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54
SAL22314,3578,7080,3,25,71,309,7,29,762,2668,843,3030,43,176,148,478,138,428,332,1080,1175,4107,5,22,36,113,10,36,199,457,256,629,16,43,110,244,212,439,332,723,592,1358,212,433,5553,12978
SAL22315,3604,7168,0,8,28,123,4,18,747,2448,780,2598,15,57,69,209,92,269,177,534,960,3134,0,3,15,47,6,15,183,397,205,456,15,49,101,215,164,335,280,601,479,1054,251,517,5291,11876
SAL22316,23,41,0,6,3,7,0,5,5,26,12,44,0,0,0,10,3,7,4,18,13,61,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,5,0,0,40,114
SAL22317,8,9,0,0,0,0,0,0,0,10,0,10,0,0,0,6,0,0,3,9,9,18,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,12,35
SAL22318,8,22,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42
SAL22319,281,558,0,13,27,116,5,9,270,1029,299,1171,11,42,22,80,47,150,78,270,381,1440,0,0,14,41,4,5,33,79,49,125,7,34,8,20,37,78,53,127,101,257,15,38,775,2286
SAL22320,353,707,7,17,43,206,10,30,167,667,225,924,11,53,31,118,52,178,103,339,326,1267,0,0,21,66,3,10,55,150,81,226,4,23,9,22,45,84,58,129,143,353,4,20,827,2351
SAL22321,29,59,0,3,0,10,0,4,7,28,7,40,0,5,3,12,4,15,11,35,21,82,0,0,0,4,0,0,0,5,3,12,0,0,0,0,9,21,9,21,8,24,0,0,60,165
SAL22322,12,18,0,0,7,16,0,0,6,22,11,40,0,3,0,0,0,8,8,17,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,20,5,20,0,0,29,95
SAL22323,3,4,0,0,0,0,0,3,0,3,0,9,0,3,0,0,0,6,4,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
SAL22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22325,20,40,0,9,0,6,0,0,7,46,14,61,0,15,0,11,10,30,15,48,30,104,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,5,3,11,7,10,0,0,53,155
SAL22326,51,102,0,3,5,24,3,8,19,87,27,123,0,3,4,10,3,18,8,31,40,157,0,0,0,4,0,0,5,13,7,20,0,0,0,0,3,4,6,5,12,28,0,4,105,289
SAL22327,20,39,0,4,3,9,0,6,11,45,12,68,8,16,4,8,0,3,7,33,23,100,0,0,0,0,0,0,0,10,4,13,0,0,0,5,0,5,0,8,6,15,0,0,48,149
SAL22328,1776,3709,25,159,214,1022,56,275,1175,4617,1468,6065,162,754,254,885,552,1868,972,3499,2441,9564,13,53,62,220,27,113,273,765,371,1152,68,243,126,313,497,1182,697,1741,1068,2890,216,500,5495,16670
SAL22329,891,1872,38,260,156,758,39,180,684,2744,914,3939,99,449,150,540,435,1483,685,2471,1601,6416,14,49,44,171,22,85,228,635,303,944,51,197,85,233,281,688,421,1120,724,2061,78,183,3304,10535
SAL22330,2848,5914,72,466,348,1744,99,495,1919,7559,2442,10265,217,956,319,1125,914,3087,1449,5170,3892,15433,43,208,175,657,76,304,681,1900,980,3071,120,421,228,567,988,2316,1340,3305,2315,6376,335,749,9391,28464
SAL22331,594,1207,12,75,32,169,13,55,229,894,292,1188,33,151,40,134,139,458,212,742,503,1927,0,19,12,53,10,30,73,206,101,304,12,46,18,34,101,230,128,310,233,618,22,38,1352,3793
SAL22332,134,264,3,24,11,61,5,32,64,249,86,366,8,38,17,69,43,139,74,241,157,606,0,3,4,6,4,8,15,34,20,50,0,7,4,8,23,53,31,71,55,116,0,0,345,992
SAL22333,101,198,3,12,18,60,0,5,71,290,88,363,10,34,8,23,26,78,38,132,133,499,0,0,3,8,0,0,16,31,13,38,0,5,0,4,12,26,16,29,31,63,0,0,258,753
SAL22334,282,566,5,14,10,51,5,29,90,377,112,468,8,28,13,40,52,173,73,243,186,713,0,0,8,23,4,23,32,85,45,125,0,4,8,21,46,98,56,122,103,252,11,22,581,1551
SAL22335,9,19,0,0,0,0,0,5,3,30,6,28,0,9,0,0,4,7,5,13,7,43,0,0,0,0,0,0,3,7,3,7,0,0,0,0,6,3,6,3,3,15,0,0,21,74
SAL22336,10,14,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24
SAL22337,3,6,0,0,3,9,0,0,5,14,3,23,0,4,0,0,0,0,5,7,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36
SAL22338,5,12,0,7,0,7,0,0,3,12,5,21,0,0,0,4,3,14,3,12,10,39,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,3,0,3,6,10,0,0,22,64
SAL22339,293,589,0,15,32,143,5,20,196,796,242,975,27,133,41,144,115,388,186,664,428,1642,0,0,10,31,0,0,22,62,30,92,8,29,4,10,41,94,53,135,82,225,3,10,812,2459
SAL22340,9,12,0,0,0,5,0,5,0,3,3,10,0,0,0,0,0,3,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,9,29
SAL22341,0,5,0,0,0,0,0,0,4,10,4,10,0,7,0,4,4,10,6,19,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,10,33
SAL22342,20,39,0,0,0,0,0,0,9,20,4,21,0,0,4,9,0,10,4,15,11,41,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,11,4,11,4,18,0,0,37,90
SAL22343,2629,5214,10,35,53,229,0,9,630,2165,689,2446,15,70,97,306,96,290,203,663,899,3110,0,6,19,49,7,15,179,385,203,447,14,34,80,170,142,293,240,495,443,946,105,206,4075,9477
SAL22344,1339,2678,26,187,139,766,10,66,676,2705,850,3729,36,160,112,376,97,307,244,841,1092,4570,3,10,21,74,0,7,119,276,147,362,10,32,51,112,100,215,162,355,308,716,57,119,2801,8077
SAL22345,330,645,0,0,29,128,0,6,156,580,183,709,3,21,48,149,17,59,68,234,250,944,0,9,3,9,0,0,29,58,33,69,4,6,8,21,19,40,27,73,64,140,7,23,655,1752
SAL22346,656,1303,3,25,20,90,3,28,141,527,166,670,8,26,18,67,67,200,93,295,258,965,0,9,10,30,3,13,46,117,63,167,9,10,9,17,61,117,72,154,135,323,19,35,1069,2624
SAL22347,8,9,0,0,0,0,0,6,4,17,5,16,0,0,0,0,0,5,0,5,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33
SAL22348,7,11,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,4,0,0,5,8,0,0,0,0,0,7,0,7,6,11,0,0,9,31
SAL22349,50,102,3,11,8,33,0,0,18,89,28,137,9,19,5,14,5,22,17,55,48,190,0,0,0,5,0,0,3,7,5,9,0,0,0,0,0,3,0,3,4,10,0,0,103,304
SAL22350,121,237,4,9,8,24,8,29,31,132,48,201,3,13,7,12,16,37,22,60,67,255,0,5,3,8,0,0,22,52,23,68,3,9,0,0,17,40,17,46,41,112,5,4,236,615
SAL22351,66,128,0,0,4,28,0,0,19,77,26,109,0,0,6,22,5,17,13,35,42,143,0,0,0,5,0,0,0,10,3,13,0,0,0,4,3,10,8,13,12,23,0,0,114,297
SAL22352,9,19,0,0,0,9,0,0,3,17,3,24,0,8,3,16,4,14,12,36,16,58,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,7,0,7,3,7,0,3,33,92
SAL22353,4,9,0,0,0,3,0,0,5,17,4,15,0,0,0,0,5,7,5,7,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29
SAL22354,797,1571,12,47,53,258,9,51,278,1099,350,1449,20,103,23,89,122,358,171,552,516,1999,0,0,12,39,14,48,111,322,134,405,13,45,17,42,88,187,119,273,259,677,33,85,1605,4333
SAL22355,33,58,0,3,4,18,0,0,24,76,25,102,3,11,3,7,10,37,15,49,45,153,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,7,5,10,5,17,0,0,79,225
SAL22356,13,25,0,0,0,0,0,0,0,10,0,10,0,4,0,3,0,7,3,11,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46
SAL22357,15,27,0,0,0,5,0,0,8,33,10,40,0,0,0,4,0,5,3,11,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75
SAL22358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22359,7,10,0,0,0,0,0,0,8,18,8,18,0,0,0,0,0,3,0,3,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33
SAL22360,9,8,0,0,0,0,0,0,5,17,5,17,0,0,0,0,0,4,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29
SAL22361,15,33,0,0,0,0,0,0,7,22,7,22,5,8,0,0,0,0,5,8,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,68
SAL22362,5,7,0,0,0,0,0,0,3,22,3,22,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34
SAL22363,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22364,37,75,0,11,0,7,0,9,20,92,30,123,4,14,4,9,9,22,14,48,38,166,0,0,0,0,0,0,8,20,8,20,0,0,0,0,0,0,0,0,8,20,0,6,86,259
SAL22365,14,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,17,48
SAL22366,29,64,0,0,0,3,0,0,13,48,13,53,0,0,3,4,5,16,10,17,21,71,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,4,0,0,55,138
